DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108732,PA2968,CDS,3326145,3327083,-,fabD,,malonyl-CoA-[acyl-carrier-protein] transacylase,Class 1,FabD protein,NP_251658.1 ; WP_003147872.1,939,313,32.4,4.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108734,PA2969,CDS,3327189,3328169,-,plsX,,fatty acid biosynthesis protein PlsX,Class 2,,NP_251659.1 ; WP_003091141.1,981,327,34.6,7.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108736,PA2970,CDS,3328203,3328385,-,rpmF,,50S ribosomal protein L32,Class 2,,NP_251660.1 ; WP_003091143.1,183,61,6.8,10.36,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108738,PA2971,CDS,3328399,3328935,-,,yceD,conserved hypothetical protein,Class 4,,NP_251661.1 ; WP_003091144.1,537,179,19.6,4.26,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108740,PA2972,CDS,3329045,3329623,+,,yceF,conserved hypothetical protein,Class 4,,NP_251662.1 ; WP_003113992.1,579,193,21.1,6.03,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108742,PA2973,CDS,3329690,3330670,-,,,probable peptidase,Class 3,,NP_251663.1 ; WP_003091146.1,981,327,36.1,8.64,Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108744,PA2974,CDS,3330663,3331355,-,,,probable hydrolase,Class 3,,NP_251664.1 ; WP_003113991.1,693,231,25.3,5.37,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108746,PA2975,CDS,3331348,3332304,-,rluC,yceC,ribosomal large subunit pseudouridine synthase C,Class 2,,NP_251665.1 ; WP_003104143.1,957,319,35.6,10.56,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108748,PA2976,CDS,3332881,3336054,+,rne,ams,ribonuclease E,Class 2,,NP_251666.1 ; WP_010895645.1,3174,1058,117.5,4.6,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108750,PA2977,CDS,3336212,3337231,-,murB,,UDP-N-acetylpyruvoylglucosamine reductase,Class 2,,NP_251667.1 ; WP_003106928.1,1020,340,37.6,6.69,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108752,PA2978,CDS,3337228,3337692,-,ptpA,,phosphotyrosine protein phosphatase,Class 2,,NP_251668.1 ; WP_003106924.1,465,155,17.2,6.12,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108754,PA2979,CDS,3337692,3338456,-,kdsB,,3-deoxy-manno-octulosonate cytidylyltransferase,Class 2,CMP-KDO synthetase,NP_251669.1 ; WP_003106922.1,765,255,27.6,5.35,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108756,PA2980,CDS,3338456,3338641,-,,ycaR,conserved hypothetical protein,Class 4,,NP_251670.1 ; WP_003091157.1,186,62,6.7,4.45,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108758,PA2981,CDS,3338679,3339677,-,lpxK,,tetraacyldisaccharide 4*-kinase,Class 2,lipid a 4*-kinase,NP_251671.1 ; WP_003091159.1,999,333,36.7,7.29,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108760,PA2982,CDS,3339677,3340117,-,,,conserved hypothetical protein,Class 4,,NP_251672.1 ; WP_003091161.1,441,147,15.7,5.67,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108762,PA2983,CDS,3340114,3340749,-,,,probable tolQ-type transport protein,Class 3,,NP_251673.1 ; WP_003091163.1,636,212,22.9,6.81,Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108764,PA2984,CDS,3340822,3343047,-,,,hypothetical protein,Class 4,,NP_251674.1 ; WP_003113988.1,2226,742,80,10.35,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108766,PA2985,CDS,3343178,3343711,+,,,hypothetical protein,Class 4,,NP_251675.1 ; WP_003091165.1,534,178,20.7,11.59,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108768,PA2986,CDS,3343799,3345100,-,lolC,,lipoprotein localization protein LolC,Class 1,lipoprotein localization protein LolC,NP_251676.1 ; WP_003119805.1,1302,434,47.4,10.16,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108770,PA2987,CDS,3345113,3345796,-,lolD,ycfV,lipoprotein localization protein LolD,Class 1,lipoprotein localization protein LolD ; probable ATP-binding component of ABC transporter,NP_251677.1 ; WP_003091168.1,684,228,24.6,6.63,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108772,PA2988,CDS,3345789,3347039,-,lolE,,lipoprotein localization protein LolE,Class 1,lipoprotein localization protein LolE,NP_251678.1 ; WP_003091170.1,1251,417,45.4,9.47,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108774,PA2989,CDS,3346977,3347741,+,,,hypothetical protein,Class 4,,NP_251679 ; WP_003119804.1,765,255,28.4,6.59,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108776,PA2990,CDS,3348073,3348795,+,,ugpQ,probable phosphodiesterase,Class 3,,NP_251680.1 ; WP_003113986.1,723,241,26.9,9.01,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108778,PA2991,CDS,3348838,3350232,-,sth,,soluble pyridine nucleotide transhydrogenase,Class 2,,NP_251681.1 ; WP_003091177.1,1395,465,51.2,6.68,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108780,PA2992,CDS,3350411,3350638,-,,,hypothetical protein,Class 4,,NP_251682.1 ; WP_003091178.1,228,76,8,7.91,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108782,PA2993,CDS,3350635,3351663,-,,yojL,conserved hypothetical protein,Class 4,,NP_251683.1 ; WP_003113985.1,1029,343,37.4,5.28,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108784,PA2994,CDS,3351656,3352879,-,nqrF,,"Na+-translocating NADH:quinone oxidoreductase, subunit Nqr6",Class 2,,NP_251684.1 ; WP_003113984.1,1224,408,45.4,4.77,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108786,PA2995,CDS,3352890,3353498,-,nqrE,,Na+-translocating NADH:quinone oxidoreductase subunit Nqr5,Class 2,,NP_251685.1 ; WP_003091182.1,609,203,21.7,4.45,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108788,PA2996,CDS,3353498,3354172,-,nqrD,,Na+-translocating NADH:uniquinone oxidoreductase subunit Nqr4,Class 2,,NP_251686.1 ; WP_003119802.1,675,225,24.3,9.81,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108790,PA2997,CDS,3354169,3354954,-,nqrC,,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3,Class 2,Na+-translocating NADH:ubiquinone oxidoreductase gamma subunit,NP_251687.1 ; WP_003105182.1,786,262,27.8,5.77,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108792,PA2998,CDS,3354947,3356158,-,nqrB,,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq2,Class 2,Na+-translocating NADH:ubiquinone oxidoreductase beta subunit,NP_251688.1 ; WP_003109478.1,1212,404,44.1,7.32,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108794,PA2999,CDS,3356162,3357499,-,nqrA,,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1,Class 2,Na+-translocating NADH:ubiquinone oxidoreductase alpha subunit,NP_251689.1 ; WP_003113983.1,1338,446,48.1,7.63,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108796,PA3000,CDS,3357758,3359167,-,aroP1,,aromatic amino acid transport protein AroP1,Class 2,,NP_251690.1 ; WP_003113982.1,1410,470,51,9.27,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108798,PA3001,CDS,3359269,3360654,-,,,probable glyceraldehyde-3-phosphate dehydrogenase,Class 3,,NP_251691.1 ; WP_003119798.1,1386,462,50.1,8.04,Cytoplasmic [Class 2] ; Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108800,PA3002,CDS,3360875,3364321,+,mfd,,transcription-repair coupling protein Mfd,Class 2,,NP_251692.1 ; WP_003113980.1,3447,1149,128.8,5.71,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108802,PA3003,CDS,3364332,3364961,+,,,hypothetical protein,Class 4,,NP_251693.1 ; WP_003091190.1,630,210,22.5,4.52,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108804,PA3004,CDS,3365007,3365744,-,,,5-methylthioadenosine phosphorylase MtnP,Class 1,5-methylthioadenosine phosphorylase MtnP ; S-methyl-5'-thioinosine phosphorylase,NP_251694.1 ; WP_003091193.1,738,246,26.3,6.63,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108806,PA3005,CDS,3365756,3366754,-,nagZ,ycfO,beta-N-acetyl-D-glucosaminidase,Class 1,,NP_251695.1 ; WP_003118092.1,999,333,36.1,6.18,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108808,PA3006,CDS,3366970,3367671,-,psrA,,transcriptional regulator PsrA,Class 1,transcriptional regulator PsrA,NP_251696.1 ; WP_003091195.1,702,234,25.8,9.91,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108810,PA3007,CDS,3367903,3368517,+,lexA,,repressor protein LexA,Class 1,,NP_251697.1 ; WP_003091196.1,615,205,22.5,6.53,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108812,PA3008,CDS,3368529,3369014,+,sulA,,SulA,Class 1,SulA,NP_251698.1 ; WP_003091197.1,486,162,17.5,6.51,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108814,PA3009,CDS,3369036,3369269,-,,,hypothetical protein,Class 4,,NP_251699.1 ; WP_003109483.1,234,78,8.6,4.35,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108816,PA3010,CDS,3369475,3369993,-,,,hypothetical protein,Class 4,,NP_251700.1 ; WP_003113979.1,519,173,19.1,4.63,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108818,PA3011,CDS,3370100,3372706,-,topA,,DNA topoisomerase I,Class 2,,NP_251701.1 ; WP_003091201.1,2607,869,97.3,8.66,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108820,PA3012,CDS,3372797,3373171,-,,,hypothetical protein,Class 4,,NP_251702.1 ; WP_003091202.1,375,125,14.1,5.21,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108822,PA3013,CDS,3373254,3374429,-,faoB,fadA ; fadA5,fatty-acid oxidation complex beta-subunit,Class 2,3-ketoacyl-coA thiolase,NP_251703.1 ; WP_003113978.1,1176,392,41.6,6.79,Cytoplasmic [Class 1] ; Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108824,PA3014,CDS,3374460,3376607,-,faoA,fadB ; fadB5,fatty-acid oxidation complex alpha-subunit,Class 2,,NP_251704.1 ; WP_003091204.1,2148,716,77,5.57,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108826,PA3015,CDS,3377035,3377853,+,,,hypothetical protein,Class 4,,NP_251705.1 ; WP_003119795.1,819,273,30.5,5.91,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108828,PA3016,CDS,3377870,3378304,-,,,hypothetical protein,Class 4,,NP_251706.1 ; WP_003109487.1,435,145,16.7,8.66,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108830,PA3017,CDS,3378512,3378949,+,,,conserved hypothetical protein,Class 4,,NP_251707.1 ; WP_003091210.1,438,146,15.8,6.29,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108832,PA3018,CDS,3378979,3379665,-,,,hypothetical protein,Class 4,,NP_251708.1 ; WP_003091213.1,687,229,26.4,7.86,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108834,PA3019,CDS,3379815,3381737,-,,uup,probable ATP-binding component of ABC transporter,Class 3,,NP_251709.1 ; WP_003113976.1,1923,641,71.2,5.01,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108836,PA3020,CDS,3381963,3383891,+,,slt,probable soluble lytic transglycosylase,Class 3,,NP_251710.1 ; WP_003113975.1,1929,643,73.4,9.82,Periplasmic [Class 2] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108838,PA3021,CDS,3383948,3384334,+,,,hypothetical protein,Class 4,,NP_251711.1 ; WP_003113974.1,387,129,14.2,7.75,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108840,PA3022,CDS,3384378,3385184,-,,,hypothetical protein,Class 4,,NP_251712.1 ; WP_003113973.1,807,269,29.6,5.92,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108842,PA3023,CDS,3385287,3386195,-,,yegS,conserved hypothetical protein,Class 4,,NP_251713.1 ; WP_003091230.1,909,303,31.5,4.71,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108844,PA3024,CDS,3386270,3387829,-,,,probable carbohydrate kinase,Class 3,,NP_251714.1 ; WP_003109491.1,1560,520,58,8.32,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108846,PA3025,CDS,3387850,3389430,-,,glpD2,probable FAD-dependent glycerol-3-phosphate dehydrogenase,Class 3,,NP_251715.1 ; WP_003113972.1,1581,527,58.3,8.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108848,PA3026,CDS,3389436,3391031,-,,,conserved hypothetical protein,Class 4,,NP_251716.1 ; WP_003113971.1,1596,532,58,8.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108850,PA3027,CDS,3391208,3392239,+,,,probable transcriptional regulator,Class 3,,NP_251717.1 ; WP_003113970.1,1032,344,38.8,6.51,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108852,PA3028,CDS,3392268,3393485,-,moeA2,,molybdenum cofactor biosynthesis protein A2,Class 2,molybdopterin biosynthetic protein MoeA,NP_251718.1 ; WP_003113969.1,1218,406,43.4,4.96,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108854,PA3029,CDS,3393482,3394021,-,moaB2,,molybdopterin biosynthetic protein B2,Class 2,molybdenum cofactor biosynthetic protein B,NP_251719.1 ; WP_003091240.1,540,180,19.2,5.62,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108856,PA3030,CDS,3394088,3394684,+,mobA,,molybdopterin-guanine dinucleotide biosynthesis protein MobA,Class 3,probable protein FA ; molybdopterin-guanine dinucleotide biosynthesis protein MobA,NP_251720.1 ; WP_003113968.1,597,199,21.9,7.59,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108858,PA3031,CDS,3394816,3395037,+,,,hypothetical protein,Class 4,,NP_251721.1 ; WP_003091247.1,222,74,8,4.67,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108860,PA3031.1,tRNA,3395190,3395266,+,,,tRNA-Pro,Class 2,,,77,,,,
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108862,PA3032,CDS,3395325,3396728,-,snr1,,cytochrome c Snr1,Class 1,cytochrome c Hsc ; cytochrome c Snr1,NP_251722.1 ; WP_003103259.1,1404,468,52.5,6.76,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108864,PA3033,CDS,3397096,3397374,-,,,hypothetical protein,Class 4,,NP_251723.1 ; WP_003119787.1,279,93,10.2,4.07,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108866,PA3034,CDS,3397381,3397938,-,,,probable transcriptional regulator,Class 3,,NP_251724.1 ; WP_003109619.1,558,186,21,8.49,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108868,PA3035,CDS,3398104,3398700,+,,,probable glutathione S-transferase,Class 3,,NP_251725.1 ; WP_003113966.1,597,199,22.4,8.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108870,PA3036,CDS,3398717,3399649,+,,,hypothetical protein,Class 4,,NP_251726.1 ; WP_003113965.1,933,311,33.9,7.65,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108872,PA3037,CDS,3399649,3400515,+,,,hypothetical protein,Class 4,,NP_251727.1 ; WP_003113964.1,867,289,32.1,7.1,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108874,PA3038,CDS,3400684,3401949,+,opdQ,OccK6,OpdQ,Class 1,OpdQ ; probable porin,NP_251728.1 ; WP_003091257.1,1266,422,46.7,7.09,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108876,PA3039,CDS,3402134,3403516,-,,,probable transporter,Class 3,,NP_251729.1 ; WP_003119782.1,1383,461,48.5,8.97,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108878,PA3040,CDS,3403812,3404141,+,,yqjD,conserved hypothetical protein,Class 4,,NP_251730.1 ; WP_003091262.1,330,110,11.9,5.77,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108880,PA3041,CDS,3404145,3404525,+,,yqjE,hypothetical protein,Class 4,,NP_251731.1 ; WP_003091263.1,381,127,13.9,5.09,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108882,PA3042,CDS,3404539,3404862,+,,,hypothetical protein,Class 4,,NP_251732.1 ; WP_003103249.1,324,108,11.7,12.9,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108884,PA3043,CDS,3404979,3406310,+,,,conserved hypothetical protein,Class 4,,NP_251733.1 ; WP_003091265.1,1332,444,50.1,6.51,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108886,PA3044,CDS,3406321,3408546,-,rocsS2,,Two-component sensor RocS2,Class 1,Two-component sensor RocS2,NP_251734.1 ; WP_010793208.1,2226,742,82.2,7.4,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108888,PA3045,CDS,3408560,3409183,-,rocA2,,"Two-component response regulator, RocA2",Class 1,"Two-component response regulator, RocA2",NP_251735.1 ; WP_003091268.1,624,208,22.5,6.53,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108890,PA3046,CDS,3409609,3409953,-,,yggL,conserved hypothetical protein,Class 4,,NP_251736.1 ; WP_003091271.1,345,115,13,4.5,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108892,PA3047,CDS,3410264,3411694,+,,dacB,probable D-alanyl-D-alanine carboxypeptidase,Class 3,probable penicillin-binding protein 4,NP_251737.1 ; WP_003091272.1,1431,477,51.9,10.19,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108894,PA3048,CDS,3411763,3413940,-,,ycbY,conserved hypothetical protein,Class 4,,NP_251738.1 ; WP_003113961.1,2178,726,81.2,7.98,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108896,PA3049,CDS,3414401,3414613,+,rmf,,ribosome modulation factor,Class 2,,NP_251739.1 ; WP_003103238.1,213,71,8.1,11.66,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108898,PA3050,CDS,3414701,3415729,-,pyrD,,dihydroorotate dehydrogenase,Class 2,,NP_251740.1 ; WP_003103236.1,1029,343,36.1,8.93,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108900,PA3051,CDS,3415786,3416067,-,,,hypothetical protein,Class 4,,NP_251741.1 ; WP_003119779.1,282,94,10.4,11.83,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108902,PA3052,CDS,3416061,3417041,+,,,hypothetical protein,Class 4,,NP_251742.1 ; WP_003122457.1,981,327,36.4,9.28,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108904,PA3053,CDS,3417113,3418120,+,,,probable hydrolytic enzyme,Class 3,,NP_251743.1 ; WP_003113959.1,1008,336,37.5,7.96,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108906,PA3054,CDS,3418288,3420192,+,,,hypothetical protein,Class 4,,NP_251744.1 ; WP_003113957.1,1905,635,71.2,6.59,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108908,PA3055,CDS,3420309,3420785,-,,,hypothetical protein,Class 4,,NP_251745.1 ; WP_003115353.1,477,159,18.3,10.01,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108910,PA3056,CDS,3420823,3421299,-,,,hypothetical protein,Class 4,,NP_251746.1 ; WP_003143634.1,477,159,18.1,6.29,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108912,PA3057,CDS,3421425,3421655,+,,,hypothetical protein,Class 4,,NP_251747.1 ; WP_003091282.1,231,77,8.7,5.08,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108914,PA3058,CDS,3421696,3423066,-,pelG,,PelG,Class 1,PelG ,NP_251748.1 ; WP_003091283.1,1371,457,51.6,8.07,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108916,PA3059,CDS,3423068,3424591,-,pelF,,PelF,Class 1,PelF ,NP_251749.1 ; WP_003113954.1,1524,508,56.7,5.73,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108918,PA3060,CDS,3424588,3425577,-,pelE,,PelE,Class 1,PelE ,NP_251750.1 ; WP_003113953.1,990,330,36.7,9.75,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108920,PA3061,CDS,3425555,3426922,-,pelD,,PelD,Class 1,PelD ,NP_251751.1 ; WP_003113952.1,1368,456,51.1,5.53,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108922,PA3062,CDS,3426928,3427446,-,pelC,,PelC,Class 1,PelC ,NP_251752.1 ; WP_003091288.1,519,173,18.7,4.98,Outer Membrane [Class 1] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108924,PA3063,CDS,3427486,3431067,-,pelB,,PelB,Class 1,PelB ,NP_251753.1 ; WP_003113951.1,3582,1194,135.1,5.41,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108926,PA3064,CDS,3431045,3433891,-,pelA,,PelA,Class 1,PelA ,NP_251754.1 ; WP_003113950.1,2847,949,104.9,8.45,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108928,PA3065,CDS,3434373,3435359,-,,,hypothetical protein,Class 4,,NP_251755.1 ; WP_003113949.1,987,329,33.7,10.09,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108930,PA3066,CDS,3435372,3435944,-,,,hypothetical protein,Class 4,,NP_251756.1 ; WP_003103486.1,573,191,20.8,7.03,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108932,PA3067,CDS,3435987,3436430,-,,,probable transcriptional regulator,Class 3,,NP_251757.1 ; WP_003109601.1,444,148,16.4,10.34,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108934,PA3068,CDS,3436578,3441440,-,gdhB,,NAD-dependent glutamate dehydrogenase,Class 2,NAD-dependent glutamate dehydrogenase,NP_251758.1 ; WP_003103491.1,4863,1621,182.6,6.14,Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD108936,PA3069,CDS,3441713,3442330,-,,,hypothetical protein,Class 4,,NP_251759 ; WP_003119771.1,618,206,23.2,9.13,Unknown [Class 3]
